BoxCox, Ordre : , 0, Lambda : 5.0
 X , Y 
1.0,-0.19630943750000002
2.0,-0.19768287598
3.0,-0.19861312086
4.0,-0.19309949498
5.0,-0.18993431249999998
6.0,-0.19435049501999999
7.0,-0.19670167552
8.0,-0.1767941875
9.0,-0.16130164736000002
10.0,-0.17852516351999997
11.0,-0.19490392064
12.0,2907.6671359999996
